product_id,product_name,category,base_price,fragility_class,theft_attractiveness_score,christmas_popularity_multiplier
B15-PROD000018,Ergonomic Office Chair,Maison et Vie quotidienne,199.0,Standard,3,1.6
B15-PROD000019,Yoga Block Set,Mode et Bien-être,19.99,Standard,2,1.5
B15-PROD000020,Casual Knit Sweater,Mode et Bien-être,59.0,Standard,3,1.8
PROD000001,Wireless Noise-Cancelling Headphones,Technologie,129.99,Durable,8,2.1
PROD000002,Smart LED TV 55 inches,Technologie,899.99,Fragile,7,2.5
PROD000003,4K Action Camera,Technologie,399.99,Durable,6,2.2
PROD000004,Bluetooth Portable Speaker,Technologie,59.99,Durable,6,2.0
PROD000005,Yoga Mat with Grid,Mode et Bien-être,29.99,Standard,4,1.6
PROD000006,Smart Fitness Band,Mode et Bien-être,99.99,Durable,7,2.2
PROD000007,Silicone Kitchen Knife Set,Maison et Vie quotidienne,24.99,Fragile,5,1.4
PROD000008,Stainless Steel Cookware Pot Set,Maison et Vie quotidienne,89.99,Fragile,6,1.7
PROD000009,Elegant Crystal Vase,Maison et Vie quotidienne,39.99,Extremely_Fragile,9,1.9
PROD000010,Designer Cashmere Scarf,Mode et Bien-être,120.0,Standard,5,2.3
PROD000011,Running Shoes Pro,Mode et Bien-être,79.99,Durable,6,2.0
PROD000012,Casual Sneakers,Mode et Bien-être,59.99,Durable,5,1.9
PROD000013,Children's Toy Car,Loisirs et Transport,24.99,Standard,6,2.2
PROD000014,Bicycle Helmet,Loisirs et Transport,34.99,Durable,4,1.8
PROD000015,Kayak Paddle,Loisirs et Transport,59.99,Durable,5,1.7
PROD000016,Digital Photo Album,Divertissement et Culture,18.99,Standard,3,1.2
PROD000017,Classic Novel Collector's Edition,Divertissement et Culture,24.99,Standard,2,1.3
PROD000018,Smart Home Speaker,Technologie,149.99,Durable,7,2.4
PROD000019,VR Headset,Technologie,399.99,Fragile,8,2.6
PROD000020,Espresso Coffee Maker,Maison et Vie quotidienne,199.99,Fragile,6,1.9
B17-PROD000001,Wireless Noise-Canceling Headphones,Technologie,199.99,Fragile,9,2.4
B17-PROD000002,Smart LED TV 55 inches,Technologie,899.99,Fragile,8,2.2
B17-PROD000003,Bluetooth Portable Speaker,Technologie,129.99,Durable,7,2.0
B17-PROD000004,Stainless Steel Cookware Set 10pc,Maison et Vie quotidienne,149.99,Fragile,6,1.9
B17-PROD000005,Non-Stick Frying Pan,Maison et Vie quotidienne,29.99,Durable,5,1.6
B17-PROD000006,Ergonomic Office Chair,Maison et Vie quotidienne,199.0,Standard,4,1.5
B17-PROD000007,Smart Fitness Watch,Mode et Bien-être,149.99,Durable,7,2.1
B17-PROD000008,Yoga Mat Non-Slip,Mode et Bien-être,34.99,Durable,3,1.3
B17-PROD000009,Designer Sunglasses,Mode et Bien-être,89.99,Fragile,6,1.9
B17-PROD000010,Leather Handbag,Mode et Bien-être,210.0,Fragile,8,2.2
B17-PROD000011,Ballet Shoes Pack,Divertissement et Culture,59.99,Standard,4,1.6
B17-PROD000012,Deluxe Photo Book,Divertissement et Culture,24.99,Standard,2,1.3
B17-PROD000013,Indie Rock Vinyl Set,Divertissement et Culture,39.99,Standard,4,1.7
B17-PROD000014,Drone with 4K Camera,Technologie,499.99,Fragile,9,2.5
B17-PROD000015,Smart Home Speaker,Technologie,99.99,Durable,6,2.0
B17-PROD000016,Electric Kettle Stainless,Maison et Vie quotidienne,59.99,Fragile,5,1.6
B17-PROD000017,Ceramic Vase,Divertissement et Culture,19.99,Fragile,3,1.4
B17-PROD000018,2-Person Tent,Loisirs et Transport,89.99,Standard,4,1.5
B17-PROD000019,Electric Bicycle Helmet,Loisirs et Transport,79.99,Durable,5,1.8
B17-PROD000020,Portable Gaming Console,Technologie,299.99,Fragile,7,2.3
B18-PROD000001,Wireless Noise-Cancelling Headphones,Technologie,199.99,Durable,8,2.5
B18-PROD000002,Smart LED TV 55 inches,Technologie,899.99,Fragile,7,2.4
B18-PROD000003,Bluetooth Speaker Mini,Technologie,59.99,Standard,6,2.2
B18-PROD000004,Yoga Mat Pro,Mode et Bien-être,29.99,Durable,4,1.9
B18-PROD000005,Running Shoes Glide+,Mode et Bien-être,89.99,Durable,5,2.0
B18-PROD000006,Leather Wallet Slim,Mode et Bien-être,39.99,Standard,6,1.8
B18-PROD000007,Smartphone X2 128GB,Technologie,499.99,Fragile,9,2.8
B18-PROD000008,E-Reader Light,Technologie,119.99,Durable,5,2.1
B18-PROD000009,Espresso Coffee Machine,Maison et Vie quotidienne,149.99,Fragile,4,1.7
B18-PROD000010,Robot Vacuum Cleaner,Maison et Vie quotidienne,299.99,Durable,6,2.3
B18-PROD000011,Ceramic Gift Set,Divertissement et Culture,24.99,Fragile,3,1.6
B18-PROD000012,Grammophone Record Collection,Divertissement et Culture,59.99,Fragile,3,1.7
B18-PROD000013,Yoga Block Set,Mode et Bien-être,19.99,Durable,3,1.8
B18-PROD000014,Bicycle Helmet Pro,Loisirs et Transport,49.99,Durable,4,2.0
B18-PROD000015,Electric Scooter Mini,Loisirs et Transport,399.99,Fragile,7,2.5
B18-PROD000016,Smart Fitness Tracker,Mode et Bien-être,129.99,Durable,6,2.2
B18-PROD000017,Digital Camera Snap IX,Technologie,549.99,Fragile,8,2.6
B18-PROD000018,Ceramic Kitchen Set,Maison et Vie quotidienne,89.99,Fragile,4,1.9
B18-PROD000019,Denim Jacket Studio,Mode et Bien-être,69.99,Standard,5,1.8
B18-PROD000020,Flight Case Luggage,Loisirs et Transport,119.99,Standard,7,2.1
PROD000001,Wireless Noise-Cancelling Headphones,Technologie,179.99,Durable,9,2.1
PROD000002,Smart LED TV 55 inches,Technologie,899.0,Fragile,7,2.5
PROD000003,Bluetooth Speaker Small Portable,Technologie,129.99,Durable,6,2.2
PROD000004,Fitness Smartwatch,Mode et Bien-être,199.99,Durable,8,2.0
PROD000005,Yoga Mat Premium,Maison et Vie quotidienne,39.99,Standard,3,1.7
PROD000006,Cookware Set Stainless Steel 10pc,Maison et Vie quotidienne,149.99,Fragile,4,1.9
PROD000007,Ceramic Vase Elegant 40cm,Divertissement et Culture,59.99,Fragile,5,2.0
PROD000008,Designer Sunglasses SPF 50,Mode et Bien-être,89.99,Standard,4,1.8
PROD000009,Leather Journal Notebook,Divertissement et Culture,24.99,Durable,2,1.6
PROD000010,Winter Knit Scarf,Mode et Bien-être,34.99,Standard,2,1.8
PROD000011,Electric Kettle 1.7L,Maison et Vie quotidienne,29.99,Durable,3,1.6
PROD000012,Robot Vacuum Cleaner,Technologie,299.99,Fragile,6,2.3
PROD000013,Action Camera 4K,Loisirs et Transport,199.99,Fragile,7,2.1
PROD000014,Electric Bike Foldable,Loisirs et Transport,999.0,Durable,8,2.2
PROD000015,Board Game Strategy Deluxe,Divertissement et Culture,59.95,Standard,3,1.8
PROD000016,Smart Home Hub with Assistant,Technologie,149.99,Fragile,6,2.4
PROD000017,Noise-Isolating Wireless Earbuds,Technologie,99.99,Durable,6,2.0
PROD000018,Fashionable Wool Coat,Mode et Bien-être,199.99,Standard,5,1.9
PROD000019,Ceramic Dinnerware Set 16pc,Maison et Vie quotidienne,69.99,Fragile,4,1.7
PROD000020,Notebook Premium Leather Case,Divertissement et Culture,14.99,Standard,2,1.5
PROD000001,Wireless Noise-Cancelling Headphones,Technologie,199.99,Fragile,9,2.4
PROD000002,4K Ultra HD Smart TV 55 inches,Technologie,799.99,Fragile,8,2.6
PROD000003,Smartphone 128GB,Technologie,699.0,Fragile,10,2.5
PROD000004,Wireless Bluetooth Speaker,Technologie,89.99,Durable,6,2.1
PROD000005,Yoga Mat Non-Slip,Maison et Vie quotidienne,29.99,Durable,3,1.8
PROD000006,Stainless Steel Cookware Set 10pc,Maison et Vie quotidienne,149.99,Standard,5,1.9
PROD000007,Ceramic Dinnerware Set 16pc,Maison et Vie quotidienne,69.99,Fragile,4,1.7
PROD000008,Leather Messenger Bag,Mode et Bien-être,119.0,Standard,7,1.9
PROD000009,Running Shoes Pro,Mode et Bien-être,99.99,Durable,6,2.0
PROD000010,Sudoku Puzzle Book Set,Divertissement et Culture,14.99,Standard,2,1.3
PROD000011,Guitar Starter Pack,Divertissement et Culture,149.99,Fragile,5,1.8
PROD000012,Wireless Earbuds,Technologie,129.99,Durable,9,2.2
PROD000013,Smart LED Desk Lamp,Maison et Vie quotidienne,39.99,Durable,3,1.6
PROD000014,Coffee Grinder Electric,Maison et Vie quotidienne,59.99,Durable,4,1.7
PROD000015,Fitness Tracker,Technologie,99.0,Durable,6,2.0
PROD000016,Electric Toothbrush Pro,Maison et Vie quotidienne,59.99,Fragile,4,1.8
PROD000017,Luxury Silk Scarf,Mode et Bien-être,129.0,Fragile,8,2.2
PROD000018,Bike Helmet Advanced,Loisirs et Transport,89.99,Durable,7,2.0
PROD000019,Electric Kettle 1.7L,Maison et Vie quotidienne,34.99,Durable,3,1.5
PROD000020,Smartwatch Series 5,Technologie,249.99,Fragile,9,2.7
B21-PROD000101,Wireless Noise-Cancelling Headphones,Technologie,199.99,Fragile,9,2.2
B21-PROD000102,Smart LED TV 55 inches,Technologie,799.99,Fragile,8,2.5
B21-PROD000103,Smartphone Pro 128GB,Technologie,999.0,Fragile,10,2.9
B21-PROD000104,Bluetooth Speaker Round Sound,Technologie,59.99,Durable,6,1.9
B21-PROD000105,Digital Photo Album,Divertissement et Culture,24.5,Standard,3,1.2
B21-PROD000106,Yoga Mat Non-Slip,Maison et Vie quotidienne,29.99,Durable,4,1.3
B21-PROD000107,Smart Fitness Tracker,Mode et Bien-être,149.0,Durable,7,2.0
B21-PROD000108,Winter Running Jacket,Mode et Bien-être,89.99,Durable,5,1.7
B21-PROD000109,Casual Cotton T-Shirt Pack,Mode et Bien-être,25.0,Standard,3,1.1
B21-PROD000110,Ceramic Dining Set 4pc,Maison et Vie quotidienne,120.0,Fragile,6,1.8
B21-PROD000111,Stainless Steel Cookware Set,Maison et Vie quotidienne,199.0,Fragile,5,1.9
B21-PROD000112,Electric Kettle 1.7L,Maison et Vie quotidienne,39.99,Standard,3,1.4
B21-PROD000113,Robot Vacuum Cleaner,Technologie,249.99,Fragile,7,2.1
B21-PROD000114,Smart Home Assistant Speaker,Technologie,129.99,Durable,6,2.0
B21-PROD000115,Drone with Camera,Technologie,499.0,Fragile,9,2.7
B21-PROD000116,Electric Toothbrush Pro,Maison et Vie quotidienne,89.99,Durable,4,1.5
B21-PROD000117,Trail Hiking Backpack 30L,Loisirs et Transport,69.99,Durable,4,1.6
B21-PROD000118,Bamboo Yoga Block Set,Divertissement et Culture,34.99,Durable,2,1.3
B21-PROD000119,Electric Guitar Starter Kit,Divertissement et Culture,159.0,Fragile,5,1.9
B21-PROD000120,Smart LED Strip Lights,Maison et Vie quotidienne,24.99,Durable,3,1.7
PROD000101,Wireless Noise-Cancelling Headphones,Technologie,199.99,Fragile,8,2.2
PROD000102,Smart LED TV 55 inches,Technologie,899.99,Fragile,9,2.5
PROD000103,Electric Kettle with Fast Boil,Maison et Vie quotidienne,39.99,Standard,4,1.6
PROD000104,Infrared Hair Dryer with Ionic,Mode et Bien-être,59.99,Fragile,5,1.8
PROD000105,Yoga Mat Pro Premium,Maison et Vie quotidienne,29.99,Durable,2,1.4
PROD000106,Smartphone Model X2024,Technologie,799.0,Fragile,10,2.8
PROD000107,Noise-Cancelling Earbuds Compact,Technologie,149.99,Fragile,7,2.1
PROD000108,Wireless Portable Speaker,Divertissement et Culture,84.99,Standard,6,1.9
PROD000109,4K Action Camera,Loisirs et Transport,299.99,Fragile,8,2.4
PROD000110,Smartwatch Fitness Pro,Technologie,199.0,Standard,6,2.0
PROD000111,Ceramic Dinnerware Set 16pc,Maison et Vie quotidienne,89.99,Fragile,3,1.7
PROD000112,Elegant Silk Scarf,Mode et Bien-être,45.0,Fragile,5,1.6
PROD000113,Rechargeable Electric Toothbrush,Maison et Vie quotidienne,69.99,Standard,4,1.8
PROD000114,Smart Home Hub Center,Technologie,129.99,Durable,6,2.2
PROD000115,Couple's Fitness Kit,Mode et Bien-être,59.99,Durable,4,1.8
PROD000116,Bamboo Cutting Board Set,Maison et Vie quotidienne,24.99,Durable,2,1.3
PROD000117,Casual Denim Jacket,Mode et Bien-être,74.99,Standard,6,1.9
PROD000118,Electric Scooter Mini,Loisirs et Transport,249.99,Durable,7,2.3
PROD000119,Graphic Novel Collection Set,Divertissement et Culture,34.99,Standard,3,1.5
PROD000120,Leather Wallet RFID Safe,Mode et Bien-être,54.99,Standard,5,1.7
B23-PROD000001,Noise-Cancelling Wireless Headphones,Technologie,129.99,Durable,8,2.15
B23-PROD000002,Smart LED TV 55 inches,Technologie,899.99,Fragile,9,2.6
B23-PROD000003,Robot Vacuum Cleaner,Technologie,299.99,Durable,6,2.1
B23-PROD000004,Wireless Speaker System,Divertissement et Culture,149.99,Standard,5,1.95
B23-PROD000005,Espresso Coffee Maker,Maison et Vie quotidienne,89.99,Fragile,4,1.7
B23-PROD000006,Ceramic Dinnerware Set (16pc),Maison et Vie quotidienne,39.99,Fragile,3,1.5
B23-PROD000007,Yoga Mat with Alignment Guide,Mode et Bien-être,19.99,Durable,2,1.2
B23-PROD000008,Smart Fitness Band,Mode et Bien-être,69.99,Durable,6,1.9
B23-PROD000009,Leather Handbag,Mode et Bien-être,119.99,Fragile,7,2.05
B23-PROD000010,Gourmet Cookware Set,Maison et Vie quotidienne,159.99,Fragile,5,1.8
B23-PROD000011,Electric Kettle,Maison et Vie quotidienne,29.99,Standard,4,1.6
B23-PROD000012,Smart Home Hub,Technologie,99.99,Durable,7,2.25
B23-PROD000013,Children's Storybook Collection,Divertissement et Culture,24.99,Standard,2,1.4
B23-PROD000014,Graphic Novel Bundle,Divertissement et Culture,34.99,Standard,3,1.5
B23-PROD000015,Noise-Isolating Earbuds,Technologie,59.99,Fragile,7,2.0
B23-PROD000016,Knit Winter Scarf,Mode et Bien-être,14.99,Standard,3,1.25
B23-PROD000017,Premium Backpack,Loisirs et Transport,89.99,Durable,6,1.95
B23-PROD000018,Drone with 4K Camera,Technologie,449.99,Fragile,8,2.55
B23-PROD000019,Electric Guitar Starter Kit,Loisirs et Transport,199.99,Standard,5,2.2
B23-PROD000020,Silicone Bakeware Set,Maison et Vie quotidienne,24.99,Standard,3,1.6
PROD000001,Wireless Noise-Cancelling Headphones,Technologie,199.99,Fragile,9,2.5
PROD000002,Smart Home Speaker with Assistant,Technologie,129.99,Standard,7,2.0
PROD000003,4K Ultra HD Smart TV 55 inches,Technologie,899.0,Fragile,8,2.4
PROD000004,Bluetooth Portable Speaker,Technologie,59.99,Standard,6,1.9
PROD000005,E-reader with Carta Display,Divertissement et Culture,119.0,Standard,5,1.8
PROD000006,Yoga Mat with Alignment Guides,Maison et Vie quotidienne,29.99,Durable,4,1.6
PROD000007,Non-Stick Cookware Set (10 pieces),Maison et Vie quotidienne,89.99,Durable,3,1.7
PROD000008,Scented Soy Candles Gift Set,Maison et Vie quotidienne,24.99,Fragile,2,1.5
PROD000009,Elegant Silk Scarf,Mode et Bien-être,49.5,Fragile,6,1.9
PROD000010,Athletic Running Shoes,Mode et Bien-être,74.99,Durable,5,2.1
PROD000011,Yoga Block and Straps Set,Mode et Bien-être,19.99,Durable,4,1.6
PROD000012,Electric Drill Kit,Loisirs et Transport,149.99,Durable,7,2.2
PROD000013,Bicycle Helmet with MIPS,Loisirs et Transport,59.99,Durable,5,1.7
PROD000014,Smartphone Protective Case Bundle,Technologie,24.99,Standard,8,2.3
PROD000015,VR Headset with Controllers,Technologie,399.0,Fragile,9,2.6
PROD000016,Compact Digital Camera,Technologie,349.99,Fragile,7,2.0
PROD000017,Smart Vacuum Cleaner,Maison et Vie quotidienne,299.0,Durable,6,2.2
PROD000018,Air Purifier with HEPA,Maison et Vie quotidienne,129.99,Standard,5,1.8
PROD000019,Espresso Machine with Grinder,Maison et Vie quotidienne,219.0,Fragile,6,2.0
PROD000020,Smart Lamp with Ambient Color,Maison et Vie quotidienne,39.99,Standard,3,1.6
